Row #,Species,Count,Location,S/P,Date,LocID,SubID
1018,Black-chested Jay,4,Achiote Rd. (general location),PA-3,14 Apr 2018,L454695,S44575629
1019,Green Jay,5,Estero Llano Grande SP WBC (LTC 054),US-TX,04 Mar 2017,L259855,S34966789
1020,Azure Jay,2,Itapoa,BR-SC,05 Dec 2010,L11341622,S9841342
1021,Plush-crested Jay,1,Sao Luis do Purunã,BR-PR,09 Dec 2010,L1651598,S11312571
1022,Pinyon Jay,40,Mono Jeffrey Pine Forest,US-CA,05 Jul 2015,L941852,S24165253
1023,Steller's Jay,,Golden Gate Park--Stow Lake,US-CA,10 Jan 2009,L499374,S9839890
1024,Blue Jay,,Blackwater National Wildlife Refuge,US-MD,08 Jan 2012,L126632,S9847704
1025,Island Scrub-Jay,7,Santa Cruz Island--Prisoners Harbor,US-CA,05 Jan 2014,L375253,S16280753
1026,California Scrub-Jay,,Glen Canyon Park,US-CA,18 Oct 2008,L590796,S9839378
1027,Woodhouse's Scrub-Jay,3,Montosa Canyon--km 1 (culvert area),US-AZ,21 Jul 2012,L281844,S11247227
1028,Mexican Jay,4,Madera Canyon--Madera Kubo B&B,US-AZ,21 Jul 2012,L296632,S11247254
1029,Eurasian Jay,1,Val Bregalia - Vicosoprano to Stampa,CH-GR,04 Aug 2016,L4836373,S30967772
1030,Azure-winged Magpie,1,Beijing - State Forestry Administration,CN-11,20 Apr 2010,L2100175,S13645613
1031,Red-billed Blue-Magpie,15,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1032,Rufous Treepie,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1033,Oriental Magpie,1,Beijing - State Forestry Administration,CN-11,15 Apr 2013,L2100175,S13753039
1034,Eurasian Magpie,,"Telepherique du Saleve, F",FR-V,23 May 2011,L1418109,S9846647
1035,Black-billed Magpie,,Jasper National Park--Lac Beauvert,CA-AB,24 Aug 2009,L1152366,S9839912
1036,Yellow-billed Magpie,1,Hwy 101--Camp Roberts Rest Area (northbound),US-CA,24 Aug 2008,L499970,S9839273
1037,Clark's Nutcracker,12,Galena Creek County Park,US-NV,02 Jan 2013,L612544,S12468848
1038,Eurasian Nutcracker,1,Val Fex,CH-GR,08 Aug 2010,L1416979,S9840206
1039,Yellow-billed Chough,250,Val Fex,CH-GR,13 Aug 2012,L1416979,S11682168
1040,House Crow,10,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1041,American Crow,,Emeryville Marina,US-CA,03 Sep 2010,L764558,S9840855
1042,Fish Crow,,Jamestown Island,US-VA,20 Apr 2011,L718540,S9846548
1043,Chihuahuan Raven,2,Grasslands between Proctor Rd and Florida Wash,US-AZ,21 Jul 2012,L749795,S11247244
1044,Carrion Crow,,千葉市--泉自然公園 (Chiba--Izumi Nature Park),JP-12,20 Nov 2010,L4150652,S9841051
1045,Hooded Crow,2,Silsersee,CH-GR,26 Jul 2018,L5148783,S47462796
1046,Large-billed Crow,,新宿区--新宿御苑 (Shinjuku Ward--Shinjuku Gyoen National Garden),JP-13,18 Nov 2010,L1416996,S9840272
1047,Australian Raven,1,Toolangi State Forest,AU-VIC,19 Sep 2011,L2041763,S9847141
1048,Little Raven,1,Point Addis,AU-VIC,24 Sep 2011,L921929,S11312577
1049,Forest Raven,,Royal Tasmanian Botanical Gardens,AU-TAS,07 Dec 2008,L921573,S9839506
1050,Pied Crow,1,Sakumono Lagoon,GH-AA,04 Nov 2011,L2027358,S11312588
1051,Common Raven,,Presidio--general (use for long traveling checklists encompassing multiple hotspots),US-CA,12 Oct 2008,L291975,S9839335
1052,North Island Robin,,Pureorea central block (general)--aka Pikiariki Ecological Area,NZ-MWT,29 Sep 2011,L8209525,S9850010
1053,Rose Robin,2,Toolangi State Forest,AU-VIC,19 Sep 2011,L2041763,S9847141
1054,Pink Robin,6,Toolangi State Forest,AU-VIC,19 Sep 2011,L2041763,S9847141
1055,Eastern Yellow Robin,,Donellys Weir,AU-VIC,19 Sep 2011,L2552019,S9847125
1056,Gray-headed Canary-Flycatcher,1,Hlawga Park,MM-06,11 Jan 2017,L1899362,S33606771
1057,Coal Tit,2,Val Fex,CH-GR,15 Aug 2012,L1416979,S11682203
1058,Yellow-bellied Tit,2,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1059,Crested Tit,1,Val Bregalia - Vicosoprano to Stampa,CH-GR,03 Aug 2018,L4836373,S47623624
1060,Marsh Tit,3,Silvaplanersee,CH-GR,23 Jul 2018,L4079563,S47402617
1061,Willow Tit,1,Val Fex,CH-GR,15 Aug 2012,L1416979,S11682203
1062,Carolina Chickadee,,"Glenbrook Road, Bethesda",US-MD,22 Dec 2008,L1416843,S9839541
1063,Black-capped Chickadee,1,Greenbrier Resort,US-WV,11 Apr 2012,L1743567,S11561921
1064,Mountain Chickadee,10,Feather River Meadows (private),US-CA,02 Oct 2010,L1417073,S9840911
1065,Mexican Chickadee,3,"stakeout Slate-throated Redstart, Pinery Canyon (2016-8)",US-AZ,15 Jul 2016,L4577889,S30716565
1066,Chestnut-backed Chickadee,,Golden Gate Park--San Francisco Botanical Garden,US-CA,03 Jan 2009,L1085740,S9839851
1067,Boreal Chickadee,2,White Mt. NF--Caps Ridge Trail,US-NH,29 Jun 2014,L317294,S18963504
1068,Eurasian Blue Tit,1,Riserva Naturale Pian di Spagna e Lago di Mezzola,IT-25,03 Aug 2018,L981895,S47625612
1069,Bridled Titmouse,5,Madera Canyon--Madera Kubo B&B,US-AZ,21 Jul 2012,L296632,S11247254
1070,Oak Titmouse,,Richardson Bay Audubon Center,US-CA,08 Nov 2008,L619488,S9839420
1071,Juniper Titmouse,4,Navajo NM,US-AZ,08 Jul 2015,L785348,S24201448
1072,Tufted Titmouse,,"Glenbrook Road, Bethesda",US-MD,22 Dec 2008,L1416843,S9839541
1073,Black-crested Titmouse,2,Estero Llano Grande SP--Tropical Zone,US-TX,05 Mar 2017,L1148441,S35066551
1074,Great Tit,1,Val Fedoz,CH-GR,31 Jul 2010,L1416989,S9840224
1075,Japanese Tit,,千葉市--泉自然公園 (Chiba--Izumi Nature Park),JP-12,20 Nov 2010,L4150652,S9841051
1076,Verdin,6,Montosa Canyon--km 1 (culvert area),US-AZ,21 Jul 2012,L281844,S11247227
1077,Ashy-crowned Sparrow-Lark,5,National Chambal Sanctuary -- Chambal Ravines at Pinahat,IN-UP,04 Dec 2015,L2663232,S26131283
1078,Horned Lark,,Sacramento NWR,US-CA,02 Jan 2009,L168785,S9839812
1079,Asian Short-toed Lark,30,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1080,Eurasian Skylark,1,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1081,Oriental Skylark,1,Gulf of Mottama Survey - Day 3,MM-02,15 Jan 2017,L5260311,S33680733
1082,Crested Lark,1,Sarus Crane Wetlands Saifai near  Kirthua,IN-UP,05 Dec 2015,L4048185,S26132935
1083,Senegal Eremomela,6,Sakumono Lagoon,GH-AA,04 Nov 2011,L2027358,S11312588
1084,Rufous-crowned Eremomela,1,Kakum NP--Canopy Walkway & vicinity,GH-CP,05 Nov 2011,L1268559,S11312594
1085,Yellow-browed Camaroptera,1,Kakum NP--Canopy Walkway & vicinity,GH-CP,05 Nov 2011,L1268559,S11312594
1086,Common Tailorbird,1,Okhla Bird Sanctuary,IN-UP,01 Dec 2015,L2362886,S26084349
1087,Rufous-fronted Prinia,1,Sarus Crane Wetlands Saifai near  Kirthua,IN-UP,05 Dec 2015,L4048185,S26132935
1088,Yellow-bellied Prinia,1,Okhla Bird Sanctuary,IN-UP,22 Feb 2011,L2362886,S10224788
1089,Ashy Prinia,1,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1090,Plain Prinia,5,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1091,Red-winged Prinia,10,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1092,Oriole Warbler,1,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1093,Red-faced Cisticola,1,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1094,Singing Cisticola,1,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1095,Croaking Cisticola,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
1096,Siffling Cisticola,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
1097,Zitting Cisticola,1,Ubud--Bali Bird Walk,ID-NU,24 Jul 2010,L1070274,S9840092
1098,Thick-billed Warbler,6,Konakwidaw,MM-15,21 Jan 2017,L5293972,S33893588
1099,Black-browed Reed Warbler,1,Olympic Forest Park,CN-11,25 May 2014,L1494335,S18547623
1100,Paddyfield Warbler,4,Sarus Crane Wetlands Saifai near  Kirthua,IN-UP,05 Dec 2015,L4048185,S26132935
1101,Eurasian Reed Warbler,3,Riserva Naturale Pian di Spagna e Lago di Mezzola,IT-25,03 Aug 2018,L981895,S47625612
1102,Oriental Reed Warbler,,Olympic Forest Park,CN-11,25 May 2014,L1494335,S18547623
1103,Clamorous Reed Warbler,1,Okhla Bird Sanctuary,IN-UP,01 Dec 2015,L2362886,S26084349
1104,Tuamotu Reed Warbler,3,Rangiroa--Blue Lagoon,PF-TG,01 Nov 2013,L919967,S15559540
1105,Little Grassbird,1,Western Treatment Plant,AU-VIC,24 Sep 2011,L921850,S11312584
1106,Blue-and-white Swallow,1,Volta Velha Reserve,BR-SC,05 Dec 2010,L1417154,S11312563
1107,Northern Rough-winged Swallow,2,Lake Merced--Concrete Bridge area,US-CA,12 Mar 2012,L791371,S10151790
1108,Southern Rough-winged Swallow,4,Tortí,PA-8,09 Apr 2018,L2732559,S44451518
1109,Purple Martin,,Nojoqui Falls County Park,US-CA,24 Jul 2011,L434848,S9846844
1110,Gray-breasted Martin,20,Carretera a Chepo,PA-8,09 Apr 2018,L3625974,S44418983
1111,Brown-chested Martin,4,Sao Luis do Purunã,BR-PR,09 Dec 2010,L1651598,S11312571
1112,Tree Swallow,1,Lake Merced--Wooden Bridge area,US-CA,28 Mar 2011,L1002395,S9846511
1113,White-winged Swallow,,Sao Luis do Purunã,BR-PR,23 Feb 2013,L1651598,S13296731
1114,White-rumped Swallow,,Sao Luis do Purunã,BR-PR,23 Feb 2013,L1651598,S13296731
1115,Mangrove Swallow,5,Ammo Dump Ponds,PA-3,12 Apr 2018,L1740339,S44512248
1116,Violet-green Swallow,,Pinnacles NP--campground,US-CA,17 Jun 2012,L832838,S11001153
1117,Gray-throated Martin,8,National Chambal Sanctuary -- Jaitpur,IN-UP,06 Dec 2015,L3326604,S26147355
1118,Bank Swallow,20,Chatham - Hawthorne Hotel,US-MA,27 Jul 2013,L2297880,S14806773
1119,Eurasian Crag-Martin,,Silsersee,CH-GR,15 Aug 2012,L5148783,S11682222
1120,Barn Swallow,1,Palo Alto Baylands,US-CA,10 Jul 2010,L152122,S9840010
1121,Ethiopian Swallow,1,Sakumono Lagoon,GH-AA,04 Nov 2011,L2027358,S11312588
1122,Wire-tailed Swallow,6,Sarus Crane Wetlands Saifai near  Kirthua,IN-UP,05 Dec 2015,L4048185,S26132935
1123,Welcome Swallow,1,Yering Station,AU-VIC,18 Sep 2011,L1651602,S11312572
1124,Pacific Swallow,2,Ubud--Bali Bird Walk,ID-NU,24 Jul 2010,L1070274,S9840092
1125,Red-rumped Swallow,1,Ko De Zu Village,MM-15,17 Jan 2017,L5276091,S33774425
1126,Mosque Swallow,1,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1127,Preuss's Swallow,50,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1128,Fairy Martin,1,Western Treatment Plant,AU-VIC,24 Sep 2011,L921850,S11312584
1129,Tree Martin,1,Western Treatment Plant,AU-VIC,24 Sep 2011,L921850,S11312584
1130,Cliff Swallow,,Hayward Regional Shoreline--H.A.R.D. Marsh,US-CA,05 Aug 2011,L1246774,S9846923
1131,Cave Swallow,1,Tulare WTP,US-CA,31 Jan 2020,L573594,S63991886
1132,Common House-Martin,20,Silsersee,CH-GR,14 Aug 2014,L5148783,S19469501
1133,Fanti Sawwing,1,Kakum NP--Canopy Walkway & vicinity,GH-CP,05 Nov 2011,L1268559,S11312594
1134,Simple Greenbul,1,Brenu Beach--grasslands,GH-CP,06 Nov 2011,L2478749,S11312607
1135,Leaf-love,1,Ebekawopa (Abrafo)--'farm scrub' habitat,GH-CP,05 Nov 2011,L2478617,S11312599
1136,Black-crested Bulbul,1,Hlawga Park,MM-06,11 Jan 2017,L1899362,S33606771
1137,Flame-throated Bulbul,2,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1138,Red-vented Bulbul,1,Okhla Bird Sanctuary,IN-UP,22 Feb 2011,L2362886,S10224788
1139,Red-whiskered Bulbul,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1140,Light-vented Bulbul,12,Temple of Heaven (天坛公园),CN-11,19 Apr 2013,L2398320,S13842420
1141,Common Bulbul,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
1142,Sooty-headed Bulbul,1,Bogor Botanical Garden,ID-JW,29 Jul 2010,L1122111,S9840156
1143,Yellow-vented Bulbul,1,Ubud--Bali Bird Walk,ID-NU,24 Jul 2010,L1070274,S9840092
1144,Ayeyarwady Bulbul,1,Hlawga Park,MM-06,11 Jan 2017,L1899362,S33606771
1145,Yellow-browed Bulbul,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1146,Brown-eared Bulbul,,千代田区--赤坂御用地 (Chiyoda Ward--Akasaka Parkland),JP-13,20 Nov 2010,L1416999,S9840290
1147,Wood Warbler,2,Val Fex,CH-GR,05 Aug 2014,L1416979,S19348502
1148,Western Bonelli's Warbler,1,Val Fex,CH-GR,12 Aug 2014,L1416979,S19438722
1149,Yellow-browed Warbler,1,Kaw Gon Cave,MM-13,19 Jan 2017,L5276931,S33779731
1150,Hume's Warbler,1,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1151,Pallas's Leaf Warbler,6,Beijing - State Forestry Administration,CN-11,17 Apr 2013,L2100175,S13841717
1152,Dusky Warbler,1,Redwood Creek Riparian Area,US-CA,19 Oct 2015,L3959313,S25476265
1153,Willow Warbler,2,Val Fex,CH-GR,05 Aug 2014,L1416979,S19348502
1154,Common Chiffchaff,1,Val Fex,CH-GR,15 Aug 2012,L1416979,S11682203
1155,Greenish Warbler,1,Sarus Crane Wetlands Saifai near  Kirthua,IN-UP,07 Dec 2015,L4048185,S26190128
1156,Arctic Warbler,2,Olympic Forest Park,CN-11,25 May 2014,L1494335,S18547623
1157,Japanese Bush Warbler,3,"Keanakolu Road (dirt road to Hakalau NWR, often misnamed Mana Road)",US-HI,09 Apr 2019,L457362,S54773064
1158,Silver-throated Tit,1,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1159,Bushtit,,Berkeley Aquatic Park,US-CA,09 Jul 2010,L597003,S9840000
1160,Eurasian Blackcap,1,Val Fex,CH-GR,03 Aug 2016,L1416979,S30961722
1161,Lesser Whitethroat,2,Sils-Maria,CH-GR,15 Aug 2014,L3038731,S19478650
1162,Western Orphean Warbler,1,Riserva Naturale Pian di Spagna e Lago di Mezzola,IT-25,03 Aug 2018,L981895,S47625612
1163,Yellow-eyed Babbler,1,Chambal Safari Lodge,IN-UP,03 Dec 2015,L3399025,S26108850
1164,Beijing Babbler,1,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1165,Wrentit,1,San Marcos Foothills Preserve,US-CA,19 Feb 2012,L807319,S9986967
1166,Vinous-throated Parrotbill,2,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1167,African Yellow White-eye,1,"Hans Cottage Botel, Cape Coast",GH-CP,05 Nov 2011,L1651612,S11312603
1168,Indian White-eye,1,Okhla Bird Sanctuary,IN-UP,01 Dec 2015,L2362886,S26084349
1169,Sangkar White-eye,3,"Munduk, Bali",ID-NU,23 Jul 2010,L1416952,S9840062
1170,Warbling White-eye,10,千葉市--泉自然公園 (Chiba--Izumi Nature Park),JP-12,20 Nov 2010,L4150652,S9841051
1171,Silvereye,,Toolangi State Forest,AU-VIC,19 Sep 2011,L2041763,S9847141
1172,Dark-fronted Babbler,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1173,Limestone Wren-Babbler,3,Kaw Gon Cave,MM-13,19 Jan 2017,L5276931,S33779731
1174,Common Babbler,1,Kalindi Kinj Park,IN-DL,01 Dec 2015,L1089474,S26085818
1175,Striated Babbler,1,Okhla Bird Sanctuary,IN-UP,22 Feb 2011,L2362886,S10224788
1176,Large Gray Babbler,8,National Chambal Sanctuary -- Chambal Ravines at Pinahat,IN-UP,04 Dec 2015,L2663232,S26131283
1177,Jungle Babbler,1,Okhla Bird Sanctuary,IN-UP,22 Feb 2011,L2362886,S10224788
1178,Brown Babbler,2,Sakumono Lagoon,GH-AA,04 Nov 2011,L2027358,S11312588
1179,Pere David's Laughingthrush,6,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1180,Red-billed Leiothrix,,Haleakala NP--Hosmer Grove,US-HI,23 Aug 2011,L247163,S9855168
1181,Golden-crowned Kinglet,2,Coyote Hills Regional Park,US-CA,17 Oct 2012,L216132,S11829768
1182,Ruby-crowned Kinglet,,Golden Gate Park--Stow Lake,US-CA,10 Jan 2009,L499374,S9839890
1183,Goldcrest,3,Stykkishólmur,IS-3,09 Aug 2015,L1232818,S24557077
1184,Common Firecrest,2,Val Bregalia - Vicosoprano to Stampa,CH-GR,03 Aug 2018,L4836373,S47623624
1185,Eurasian Nuthatch,1,Val Fex,CH-GR,12 Aug 2012,L1416979,S11682124
1186,Red-breasted Nuthatch,1,Yerba Buena Island / Treasure Island,US-CA,07 Mar 2012,L458821,S10110601
1187,White-breasted Nuthatch,,Mission Creek--SB Museum of Natural History,US-CA,29 Nov 2009,L600095,S9839947
1188,Pygmy Nuthatch,,Lake Merced--Concrete Bridge area,US-CA,13 Jan 2011,L791371,S9845693
1189,Brown-headed Nuthatch,6,Cape Henlopen SP--Nature Center area,US-DE,08 Feb 2014,L445930,S16850617
1190,Snowy-browed Nuthatch,2,Xuanzhong Temple,CN-14,21 Apr 2013,L2135801,S13878717
1191,Eurasian Treecreeper,6,Val Fex,CH-GR,06 Aug 2014,L1416979,S19348510
1192,Brown Creeper,2,Feather River Meadows (private),US-CA,02 Oct 2010,L1417073,S9840911
1193,Tawny-faced Gnatwren,2,Los Altos de Cerro Azul,PA-8,11 Apr 2018,L1452749,S44480236
1194,Long-billed Gnatwren,1,Nusagandi,PA-KY,09 Apr 2018,L1345857,S44419686
1195,Blue-gray Gnatcatcher,,Lake Los Carneros Park,US-CA,26 Nov 2010,L336013,S9841190
1196,California Gnatcatcher,6,White Point Nature Preserve,US-CA,05 Aug 2017,L1775410,S38492616
1197,Black-tailed Gnatcatcher,6,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",US-AZ,22 Jul 2012,L129073,S11253920
1198,Black-capped Gnatcatcher,3,Florida Canyon--lower,US-AZ,20 Jul 2014,L720787,S19183486
1199,Tropical Gnatcatcher,1,Reserva San Francisco,PA-8,10 Apr 2018,L1092612,S44452000
1200,Slate-throated Gnatcatcher,4,Nusagandi,PA-KY,09 Apr 2018,L1345857,S44419686
1201,Rock Wren,1,Red Bluff Rec Area,US-CA,07 Oct 2010,L819459,S9840959
1202,Canyon Wren,1,Del Puerto Canyon Rd.--upper canyon (mile 17.0-21.3),US-CA,06 Apr 2013,L1673356,S13655514
1203,House Wren,1,Sao Luis do Purunã,BR-PR,09 Dec 2010,L1651598,S11312571
1204,Eurasian Wren,1,Val Fex,CH-GR,15 Aug 2012,L1416979,S11682203
1205,Pacific Wren,,Mt. Davidson,US-CA,04 Mar 2012,L419667,S10089317
1206,Winter Wren,,Theodore Roosevelt Island,US-DC,25 Nov 2011,L718768,S9854808
1207,Sedge Wren,3,McCone Lake (Divide Co.),US-ND,03 Aug 2019,L9599346,S58715745
1208,Marsh Wren,1,Lake Merced--Concrete Bridge area,US-CA,12 Nov 2010,L791371,S9840997
1209,Carolina Wren,,"Glenbrook Road, Bethesda",US-MD,23 Apr 2011,L1416843,S9846569
1210,Bewick's Wren,,San Marcos Foothills Preserve,US-CA,04 Jul 2011,L807319,S9846685
1211,Cactus Wren,3,Continental Wash,US-AZ,21 Jul 2012,L290800,S11247279
1212,Black-bellied Wren,1,Reserva San Francisco,PA-8,10 Apr 2018,L1092612,S44452000
1213,Rufous-breasted Wren,1,Summit Ponds,PA-8,13 Apr 2018,L589165,S44541076
1214,Rufous-and-white Wren,4,Parque Natural Metropolitano,PA-8,15 Apr 2018,L454708,S44594062
1215,Isthmian Wren,2,Ammo Dump Ponds,PA-3,12 Apr 2018,L1740339,S44512248
1216,Bay Wren,1,Toma de agua de Tortí,PA-8,10 Apr 2018,L1126038,S44451812
1217,Buff-breasted Wren,1,Ammo Dump Ponds,PA-3,12 Apr 2018,L1740339,S44512248
1218,Long-billed Wren,,Itapoa,BR-SC,05 Dec 2010,L11341622,S9841342
1219,White-breasted Wood-Wren,1,Pipeline Road  (Camino del Oleoducto) General area,PA-3,13 Apr 2018,L454711,S44540500
1220,Song Wren,1,Los Altos de Cerro Azul,PA-8,11 Apr 2018,L1452749,S44480236
1221,White-throated Dipper,1,Val Bregalia - Vicosoprano to Stampa,CH-GR,04 Aug 2016,L4836373,S30967772
1222,American Dipper,1,Feather River Meadows (private),US-CA,02 Oct 2010,L1417073,S9840911
1223,Southern Hill Myna,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1224,European Starling,,Emeryville Marina,US-CA,21 Nov 2008,L764558,S9839611
1225,Asian Pied Starling,4,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1226,Brahminy Starling,4,National Chambal Sanctuary -- Chambal Ravines at Pinahat,IN-UP,04 Dec 2015,L2663232,S26131283
1227,Malabar Starling,5,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1228,Red-billed Starling,15,Temple of Heaven (天坛公园),CN-11,19 Apr 2013,L2398320,S13842420
1229,White-cheeked Starling,40,稲敷市--霞ヶ浦--浮島沼・妙岐ノ鼻鳥類観察小屋 (Inashiki--Kasumigaura--Ukishima Marsh / Myoginohana Bird Blind),JP-08,20 Nov 2010,L1484827,S9841107
1230,Common Myna,3,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1231,Bank Myna,1,Kalindi Kinj Park,IN-DL,22 Feb 2011,L1089474,S10224783
1232,Jungle Myna,2,Hpr Ga Lay,MM-02,12 Jan 2017,L5248656,S33613813
1233,Javan Myna,1,Jakarta--Sheraton Bandara Airport Hotel,ID-JW,29 Jul 2010,L1122084,S9840182
1234,Crested Myna,6,Temple of Heaven (天坛公园),CN-11,19 Apr 2013,L2398320,S13842420
1235,Violet-backed Starling,1,Kakum NP--Canopy Walkway & vicinity,GH-CP,05 Nov 2011,L1268559,S11312594
1236,Chestnut-winged Starling,1,Kakum NP--Canopy Walkway & vicinity,GH-CP,05 Nov 2011,L1268559,S11312594
1237,Splendid Starling,1,"Hans Cottage Botel, Cape Coast",GH-CP,05 Nov 2011,L1651612,S11312603
1238,Purple Starling,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
1239,Gray Catbird,1,South Seas Island Resort (private),US-FL,30 Dec 2011,L1419373,S9855064
1240,Curve-billed Thrasher,3,Continental Wash,US-AZ,21 Jul 2012,L290800,S11247279
1241,Brown Thrasher,2,Kennebunk Plains,US-ME,23 Jun 2013,L167477,S14535069
1242,Long-billed Thrasher,1,Estero Llano Grande SP WBC (LTC 054),US-TX,04 Mar 2017,L259855,S34966789
1243,California Thrasher,1,Lake Los Carneros Park,US-CA,31 Jul 2011,L336013,S9846900
1244,LeConte's Thrasher,1,Carrizo Plain NM (use specific hotspots when available),US-CA,23 Dec 2013,L602497,S16086013
1245,Crissal Thrasher,2,Montosa Canyon--km 1 (culvert area),US-AZ,21 Jul 2012,L281844,S11247227
1246,Sage Thrasher,2,Bodie Rd.,US-CA,29 Jul 2012,L773633,S11243358
1247,Chalk-browed Mockingbird,1,Sao Luis do Purunã,BR-PR,09 Dec 2010,L1651598,S11312571
1248,Tropical Mockingbird,1,Carretera a Chepo,PA-8,09 Apr 2018,L3625974,S44418983
1249,Northern Mockingbird,,Richardson Bay Audubon Center,US-CA,08 Nov 2008,L619488,S9839420
1250,Eastern Bluebird,,C&O Canal--Great Falls,US-MD,15 Nov 2010,L214293,S9841019
1251,Western Bluebird,,Miller/Knox Regional Shoreline,US-CA,14 Jul 2010,L593834,S9840030
1252,Mountain Bluebird,1,Soda Lake Road--Hwy 58 to California Valley Fire Station,US-CA,26 Feb 2012,L829303,S11157730
1253,Townsend's Solitaire,1,Los Padres NF--Mt. Pinos (VEN),US-CA,08 Aug 2011,L152133,S9846961
1254,Omao,1,HI: HFNWR - Barn area,US-HI,09 Apr 2019,L4290890,S54773036
1255,White's Thrush,1,Temple of Heaven (天坛公园),CN-11,19 Apr 2013,L2398320,S13842420
1256,Varied Thrush,2,Tilden Regional Park--Botanic Garden,US-CA,03 Feb 2012,L630069,S9847773
1257,Veery,4,Scarborough Marsh--Eastern Rd.,US-ME,23 Jun 2013,L448189,S14523551
1258,Bicknell's Thrush,2,Mt. Washington,US-NH,28 Jun 2014,L295828,S18962967
1259,Swainson's Thrush,2,Mt. Davidson,US-CA,19 May 2012,L419667,S11253783
1260,Hermit Thrush,,Golden Gate Park--San Francisco Botanical Garden,US-CA,03 Jan 2009,L1085740,S9839851
1261,Wood Thrush,1,Jake's Landing,US-NJ,31 May 2014,L211826,S18641467
1262,Mistle Thrush,1,Val Fex,CH-GR,15 Aug 2012,L1416979,S11682203
1263,Song Thrush,,Mangere WTP--Puketutu Canal,NZ-AUK,25 Sep 2011,L993625,S9847202
1264,Redwing,1,Bakkatjörn (pond only),IS-1,04 Aug 2015,L743344,S24497508
1265,Eurasian Blackbird,,Royal Tasmanian Botanical Gardens,AU-TAS,07 Dec 2008,L921573,S9839506
1266,Rufous-bellied Thrush,1,Volta Velha Reserve,BR-SC,05 Dec 2010,L1417154,S11312563
1267,Clay-colored Thrush,1,Estero Llano Grande SP WBC (LTC 054),US-TX,04 Mar 2017,L259855,S34966789
1268,Chinese Blackbird,1,Temple of Heaven (天坛公园),CN-11,19 Apr 2013,L2398320,S13842420
1269,American Robin,,UC Berkeley--Botanical Gardens,US-CA,14 Oct 2008,L272860,S9839366
1270,Creamy-bellied Thrush,,Itapoa,BR-SC,05 Dec 2010,L11341622,S9841342
1271,Fieldfare,4,Silvaplanersee,CH-GR,23 Jul 2018,L4079563,S47402617
1272,Red-throated Thrush,5,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1273,Dusky Thrush,1,新宿区--新宿御苑 (Shinjuku Ward--Shinjuku Gyoen National Garden),JP-13,18 Nov 2010,L1416996,S9840272
1274,Naumann's Thrush,15,Ma Cheng,CN-13,18 Apr 2013,L2130261,S13841925
1275,Asian Brown Flycatcher,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1276,Brown-breasted Flycatcher,1,Thattekkad--Dormitory,IN-KL,27 Feb 2011,L3789514,S10224796
1277,Spotted Flycatcher,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
1278,Northern Black-Flycatcher,1,Shai Hills Resource Reserve,GH-AA,03 Nov 2011,L1268425,S11312586
