Row #,Species,Count,Location,S/P,Date,LocID,SubID
1,Somali Ostrich,4,Aledeghi Wildlife Reserve,ET-AF,17 Feb 2018,L2846177,S58094299
2,Solitary Tinamou,1,PE Carlos Botelho--Mirante,BR-SP,11 Nov 2019,L4108252,S61861328
3,Great Tinamou,1,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
4,Berlepsch's Tinamou,1,RN Aguaclara,CO-VAC,03 Jul 2018,L4303937,S72092156
5,Little Tinamou,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
6,Brown Tinamou,2,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S62338118
7,Undulated Tinamou,,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
8,Yellow-legged Tinamou,3,Tapiraí--Estrada para o Legado das Águas,BR-SP,15 Nov 2019,L7783590,S61613845
9,Horned Screamer,3,Rio Amazonas--Isla Ronda,CO-AMA,28 Jun 2018,L465437,S64937520
10,Northern Screamer,2,"Puerto Triunfo, Antioquia, CO (5,881, -74,64)",CO-ANT,30 Jun 2019,L9577896,S57893451
11,White-faced Whistling-Duck,2,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,27 Feb 2018,L2099157,S58093980
12,Black-bellied Whistling-Duck,30,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
13,Lesser Whistling-Duck,30,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
14,White-backed Duck,4,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,27 Feb 2018,L2099157,S58093980
15,Bar-headed Goose,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
16,Snow Goose,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
17,Ross's Goose,,Gray Lodge Wildlife Area,US-CA,03 Feb 2002,L368257,S72093654
18,Greater White-fronted Goose,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
19,Brant,,Bodega Bay--harbor and immediate vicinity,US-CA,22 Jan 2006,L109489,S72093554
20,Cackling Goose,,Las Gallinas Valley Sanitary District,US-CA,16 Mar 2016,L207664,S65885738
21,Canada Goose,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
22,Blue-winged Goose,3,Addis Ababa-Bahir Dar Rd.,ET-OR,12 Feb 2018,L6869163,S58094053
23,Mute Swan,,Las Gallinas Valley Sanitary District,US-CA,16 Mar 2016,L207664,S65885738
24,Tundra Swan,300,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
25,Knob-billed Duck,1,Lake Ziway--southwestern shore,ET-OR,18 Feb 2018,L1550649,S61036573
26,Egyptian Goose,12,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
27,Ruddy Shelduck,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
28,Common Shelduck,2,Spain,ES-,29 Sep 2016,L3679729,S64937422
29,Spur-winged Goose,2,Lake Ziway--southwestern shore,ET-OR,18 Feb 2018,L1550649,S61036573
30,Muscovy Duck,2,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
31,Cotton Pygmy-Goose,5,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
32,African Pygmy-Goose,2,Lake Ziway--southwestern shore,ET-OR,18 Feb 2018,L1550649,S61036573
33,Wood Duck,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
34,Mandarin Duck,1,Golden Gate Park--North Lake,US-CA,13 Jan 2019,L370768,S72389228
35,Brazilian Teal,1,Arrozais de Tremembé--Estrada do Kanegae,BR-SP,17 Nov 2019,L2327379,S70570331
36,Torrent Duck,,Leymeamba to Choctamal Lodge,PE-AMA,08 Oct 2012,L9694359,S64937221
37,Garganey,5,Lake Coco,ET-OR,18 Feb 2018,L6961557,S61036581
38,Hottentot Teal,6,Lake Coco,ET-OR,18 Feb 2018,L6961557,S61036581
39,Blue-winged Teal,,Magee Marsh (Ottawa Co.),US-OH,15 May 1994,L275517,S72093718
40,Cinnamon Teal,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
41,Northern Shoveler,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
42,Gadwall,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
43,Eurasian Wigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
44,American Wigeon,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
45,African Black Duck,2,Goba escarpment (Goba town to park gate),ET-OR,21 Feb 2018,L2099193,S61036542
46,Yellow-billed Duck,15,Sululta Plain,ET-OR,12 Feb 2018,L1550637,S57747740
47,Philippine Duck,20,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
48,Mallard,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
49,American Black Duck,6,Weskeag Marsh,US-ME,04 Aug 2017,L450156,S72092464
50,White-cheeked Pintail,12,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
51,Northern Pintail,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
52,Green-winged Teal,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
53,Red-crested Pochard,,Spain,ES-,28 Sep 2016,L3679729,S64937369
54,Canvasback,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
55,Redhead,1,Staten Island,US-CA,18 Nov 2017,L468580,S72148212
56,Common Pochard,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
57,Ring-necked Duck,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
58,Ferruginous Duck,,Spain,ES-,29 Sep 2016,L3679729,S64937422
59,Tufted Duck,1,Golden Gate Park--Mallard Lake,US-CA,25 Feb 1990,L1352166,S71367712
60,Greater Scaup,,Pt. Pinole Regional Park,US-CA,06 Jan 1991,L109308,S72093793
61,Lesser Scaup,6,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
62,Common Eider,,"Boat trip, Jonesport - Machias Seal Island",US-ME,22 Jun 1994,L759747,S72093715
63,Harlequin Duck,1,Pescadero SB--west of Hwy 1 only,US-CA,10 Aug 2013,L169501,S71304593
64,Surf Scoter,,Bodega Bay--harbor and immediate vicinity,US-CA,22 Jan 2006,L109489,S72093554
65,White-winged Scoter,2,Sherman Island--East Levee Rd.,US-CA,05 Feb 2017,L1022059,S72092899
66,Black Scoter,2,Pescadero SB--west of Hwy 1 only,US-CA,14 Jan 2017,L169501,S72092938
67,Bufflehead,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
68,Common Goldeneye,,Terminous Tract (Hwy 12 from Terminous to Flag City,US-CA,05 Jan 2002,L9715481,S72093663
69,Hooded Merganser,,Tule Lake NWR (SIS Co.),US-CA,23 Dec 2005,L639242,S72093558
70,Common Merganser,,Yosemite Valley,US-CA,19 Feb 2002,L197804,S72093652
71,Red-breasted Merganser,,Bodega Bay--harbor and immediate vicinity,US-CA,22 Jan 2006,L109489,S72093554
72,Masked Duck,6,Engenheiro Passos--lago do Hotel Fazenda 3 Pinheiros,BR-RJ,20 Nov 2019,L9804336,S61637925
73,Ruddy Duck,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
74,Andean Duck,4,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
75,Gray-headed Chachalaca,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
76,Rufous-vented Chachalaca,2,Cuffie River Nature Retreat,TT-WTO,12 Oct 2017,L470121,S58111608
77,Rufous-bellied Chachalaca,2,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
78,Colombian Chachalaca,2,"Autopista Medellín-Bogotá, Antioquia, CO (6,037, -75,185)",CO-ANT,29 Jun 2019,L9647871,S58227237
79,Speckled Chachalaca,,Moyobamba area,PE-SAM,14 Oct 2012,L9695169,S64937187
80,Andean Guan,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
81,Rusty-margined Guan,2,Reserva Ecológica de Guapiaçu (REGUA),BR-RJ,25 Nov 2019,L612882,S70570319
82,Spix's Guan,1,Heliconia Lodge,BR-AM,27 Jun 2018,L3172087,S72502143
83,Crested Guan,,Day 1 2nd week to Darien from Tower,PA-KY,01 Nov 2014,L9690666,S64937316
84,Cauca Guan,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928050
85,White-winged Guan,,Reserva Ecológica Chaparri,PE-LAM,18 Oct 2012,L3966184,S64937162
86,Dusky-legged Guan,3,Guaraú--área geral,BR-SP,10 Nov 2019,L3532504,S72091478
87,Blue-throated Piping-Guan,2,Río Inírida--Inírida,CO-GUA,08 Jul 2018,L2613195,S72092125
88,Black-fronted Piping-Guan,1,PE Intervales,BR-SP,13 Nov 2019,L972187,S70570337
89,Sickle-winged Guan,1,RNA Loro Orejiamarillo (Yellow-eared Parrot Reserve),CO-ANT,02 Jul 2019,L604060,S57893420
90,Wattled Curassow,3,Rio Amazonas--Isla Ronda,CO-AMA,29 Jun 2018,L465437,S64937512
91,Helmeted Guineafowl,8,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
92,Vulturine Guineafowl,50,"Hudet/Wachile Rd. (4.6171,39.0886)",ET-OR,24 Feb 2018,L7004177,S61036510
93,Mountain Quail,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
94,California Quail,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
95,Gambel's Quail,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
96,Marbled Wood-Quail,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
97,Spot-winged Wood-Quail,6,PE Intervales,BR-SP,12 Nov 2019,L972187,S62213679
98,Rufous-fronted Wood-Quail,1,Via Antigua a Buenaventura,CO-VAC,02 Jul 2018,L2998201,S72092158
99,Chestnut Wood-Quail,2,"Rio Blanco Entrace Caldas, CO (5,066, -75,449)",CO-CAL,03 Jul 2019,L9579328,S57928031
100,Hill Partridge,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
101,Scaly-breasted Partridge,1,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64936882
102,Indian Peafowl,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
103,Sri Lanka Spurfowl,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64936978
104,Chukar,1,Ohlone Audubon Panoche Pass trip,US-CA,05 Feb 2001,L9709844,S72093682
105,Red-legged Partridge,,Spain,ES-,28 Sep 2016,L3679729,S64937369
106,Chestnut-naped Francolin,6,Bale Mountains NP--General (Please be more specific),ET-OR,21 Feb 2018,L1100585,S61036541
107,Black-fronted Francolin,5,Mega area,ET-OR,25 Feb 2018,L2099181,S61036495
108,Erckel's Francolin,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
109,Clapperton's Francolin,1,"Gibe Gorge Area Breakfast spot(8.256574, 37.572518)",ET-SN,01 Mar 2018,L7002960,S58093903
110,Harwood's Francolin,2,Jemma Valley--Lemi escarpment,ET-AM,13 Feb 2018,L1550642,S57747964
111,Yellow-necked Francolin,5,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
112,Gray Francolin,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
113,Crested Francolin,5,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094254
114,Red Junglefowl,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
115,Sri Lanka Junglefowl,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
116,Moorland Francolin,3,Bale Mountains NP--General (Please be more specific),ET-OR,21 Feb 2018,L1100585,S61036541
117,Blood Pheasant,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
118,Satyr Tragopan,4,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
119,Ring-necked Pheasant,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
120,Kalij Pheasant,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
121,Gray Partridge,10,Spain,ES-,25 Sep 2016,L3679729,S64937377
122,Sooty Grouse,2,"Shasta-Trinity National Forest, Dunsmuir US-CA 41.17290, -122.13524",US-CA,03 Jul 2020,L11823219,S71590030
123,Wild Turkey,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
124,Greater Flamingo,,Spain,ES-,29 Sep 2016,L3679729,S64937422
125,Lesser Flamingo,1000,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S61036638
126,Little Grebe,9,NLEX--Total Gas Station,PH-PAM,05 Oct 2015,L3948251,S64937468
127,Least Grebe,,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
128,Pied-billed Grebe,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S72093791
129,Great Grebe,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
130,Horned Grebe,,Gray Lodge Wildlife Area,US-CA,03 Feb 2002,L368257,S72093654
131,Red-necked Grebe,,Bodega Bay--harbor and immediate vicinity,US-CA,22 Jan 2006,L109489,S72093554
132,Great Crested Grebe,,Spain,ES-,24 Sep 2016,L3679729,S64937384
133,Eared Grebe,,Salton Sea--north end (please consider using a more specific location),US-CA,01 Apr 1991,L559706,S72093782
134,Western Grebe,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S72093807
135,Clark's Grebe,1,Farallon Islands pelagic (SF Co.),US-CA,02 Aug 2009,L767707,S72093477
136,Rock Pigeon,,"Boat trip, Jonesport - Machias Seal Island",US-ME,22 Jun 1994,L759747,S72093715
137,Snow Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
138,Speckled Pigeon,3,Addis Ababa-Bahir Dar Rd.,ET-OR,12 Feb 2018,L6869163,S58094053
139,White-collared Pigeon,10,Addis Ababa-Bahir Dar Rd.,ET-OR,12 Feb 2018,L6869163,S58094053
140,Stock Dove,,Spain,ES-,24 Sep 2016,L3679729,S64937384
141,Common Wood-Pigeon,,Spain,ES-,27 Jul 2016,L3679729,S64937424
142,Rameron Pigeon,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
143,Lemon Dove,4,Bishangari Lodge,ET-OR,19 Feb 2018,L2825615,S61036634
144,Sri Lanka Wood-Pigeon,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64937000
145,Pale-vented Pigeon,10,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S64937292
146,Scaled Pigeon,20,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
147,Scaly-naped Pigeon,4,Little Tobago Island,TT-ETO,14 Oct 2017,L832975,S57748195
148,Picazuro Pigeon,,Peruíbe--Beira Mar,BR-SP,09 Nov 2019,L10037812,S62338085
149,Red-billed Pigeon,3,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
150,Band-tailed Pigeon,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
151,Plumbeous Pigeon,2,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
152,Ruddy Pigeon,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S72502277
153,Short-billed Pigeon,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S64937298
154,Dusky Pigeon,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092145
155,European Turtle-Dove,25,"(9.3019,40.2533)",ET-AF,17 Feb 2018,L6941516,S58094265
156,Dusky Turtle-Dove,6,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
157,Oriental Turtle-Dove,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
158,Eurasian Collared-Dove,,Ouray County,US-CO,22 Jul 2011,L9667764,S72093262
159,African Collared-Dove,2,Yabello--Mega triangle,ET-OR,25 Feb 2018,L2099161,S61036498
160,White-winged Collared-Dove,10,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S61036540
161,Mourning Collared-Dove,1,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S61036638
162,Red-eyed Dove,2,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S57747638
163,Ring-necked Dove,2,"(8.9960,38.7861)",ET-AA,11 Feb 2018,L6862688,S57747676
164,Vinaceous Dove,1,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
165,Red Collared-Dove,,Lumphini Park,TH-10,04 Apr 2010,L1068940,S64937404
166,Spotted Dove,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
167,Laughing Dove,10,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
168,Barred Cuckoo-Dove,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
169,Emerald-spotted Wood-Dove,1,Negele/Hudert Rd,ET-OR,24 Feb 2018,L7004163,S58108028
170,Black-billed Wood-Dove,1,Mega Road,ET-OR,26 Feb 2018,L1350095,S58093998
171,Blue-spotted Wood-Dove,1,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,12 Feb 2018,L1550631,S57747719
172,Tambourine Dove,2,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S61036540
173,Namaqua Dove,20,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
174,Asian Emerald Dove,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
175,Zebra Dove,,Hawaii,US-HI,16 Apr 2008,L108936,S72093527
176,Inca Dove,,Cerocahui (área general),MX-CHH,28 Dec 2002,L928020,S72501646
177,Common Ground Dove,6,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
178,Plain-breasted Ground Dove,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S64937281
179,Ruddy Ground Dove,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
180,Croaking Ground Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
181,Blue Ground Dove,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S64937319
182,Ruddy Quail-Dove,1,Trilha dos Tucanos,BR-SP,16 Nov 2019,L3007221,S70570359
183,White-tipped Dove,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S72501700
184,Gray-fronted Dove,1,Asa Wright Nature Centre,TT-TUP,10 Oct 2017,L295164,S58111720
185,White-throated Quail-Dove,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
186,Lined Quail-Dove,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S57928061
187,West Peruvian Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
188,White-winged Dove,,Arizona,US-AZ,07 Apr 1997,L108915,S72093698
189,Eared Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S64937239
190,Mourning Dove,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S72093720
191,White-eared Brown-Dove,,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
192,Orange-breasted Green-Pigeon,2,Navadankulama Wewa,LK-6,02 Feb 2020,L6642539,S64036031
193,Sri Lanka Green-Pigeon,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
194,Philippine Green-Pigeon,5,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
195,Bruce's Green-Pigeon,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
196,Wedge-tailed Green-Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
197,Black-chinned Fruit-Dove,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
198,Green Imperial-Pigeon,2,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
199,Mountain Imperial-Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
200,Pin-tailed Sandgrouse,,Spain,ES-,28 Sep 2016,L3679729,S64937369
201,Chestnut-bellied Sandgrouse,1,Afar Plains--eastern section,ET-AF,15 Feb 2018,L1550659,S58094187
202,Black-bellied Sandgrouse,,Spain,ES-,28 Sep 2016,L3679729,S64937369
203,Black-faced Sandgrouse,4,"Wachile/Mega Rd (4.2234,38.4863)",ET-OR,24 Feb 2018,L7004190,S58108007
204,Lichtenstein's Sandgrouse,50,Bilen Lodge,ET-AF,17 Feb 2018,L3236312,S58094332
205,Four-banded Sandgrouse,10,Bilen Lodge,ET-AF,17 Feb 2018,L3236312,S58094332
206,Arabian Bustard,1,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S58094222
207,Kori Bustard,2,Liben Plain,ET-OR,23 Feb 2018,L2099167,S58108042
208,White-bellied Bustard,2,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
209,Buff-crested Bustard,1,Afar Plains--eastern section,ET-AF,15 Feb 2018,L1550659,S58094187
210,Little Bustard,,Spain,ES-,24 Sep 2016,L3679729,S64937384
211,White-cheeked Turaco,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
212,Prince Ruspoli's Turaco,5,Negele area west,ET-OR,22 Feb 2018,L2099171,S61036523
213,Bare-faced Go-away-bird,4,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S58108066
214,White-bellied Go-away-bird,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
215,Eastern Plantain-eater,3,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
216,Guira Cuckoo,1,Arrozais de Tremembé--Estrada do Kanegae,BR-SP,17 Nov 2019,L2327379,S70570331
217,Greater Ani,2,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S64937290
218,Smooth-billed Ani,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
219,Groove-billed Ani,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
220,Striped Cuckoo,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S64937225
221,Pavonine Cuckoo,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S72091441
222,Lesser Roadrunner,,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S72501722
223,Rufous Coucal,12,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
224,Green-billed Coucal,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64936978
225,Senegal Coucal,1,"Gibe Gorge Area Breakfast spot(8.256574, 37.572518)",ET-SN,01 Mar 2018,L7002960,S58093903
226,Blue-headed Coucal,1,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,28 Feb 2018,L2099157,S58093968
227,White-browed Coucal,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S58094237
228,Greater Coucal,1,Anawilundawa Bird Sanctuary,LK-6,02 Feb 2020,L7151861,S64034719
229,Philippine Coucal,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S72093585
230,Lesser Coucal,,"Villa Escudero Plantations and Resorts, San Pablo",PH-QUE,09 Oct 2015,L1795915,S64937471
231,Blue-faced Malkoha,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
232,Green-billed Malkoha,1,Cuc Phuong NP,VN-18,20 Feb 2020,L1086800,S64936879
233,Red-crested Malkoha,2,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
234,Pied Cuckoo,,Mannar Island (General),LK-4,05 Feb 2020,L4611450,S64937064
235,Squirrel Cuckoo,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S72501664
236,Dark-billed Cuckoo,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
237,Yellow-billed Cuckoo,1,Owl Canyon - ONLY (waterbirds from this site OK),US-CA,17 Sep 2005,L598128,S72093572
238,Pearly-breasted Cuckoo,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S72092190
239,Mangrove Cuckoo,1,Caroni Swamp,TT-SJL,11 Oct 2017,L616318,S58111570
240,Black-billed Cuckoo,1,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,27 Jun 1991,L6170052,S72093779
241,Asian Koel,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64937000
242,Asian Emerald Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
243,Dideric Cuckoo,1,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S58094076
244,Klaas's Cuckoo,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S58094115
245,African Emerald Cuckoo,1,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S61036540
246,Gray-bellied Cuckoo,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64937019
247,Fork-tailed Drongo-Cuckoo,,Uda Walawe NP,LK-8,13 Feb 2020,L1122655,S64936948
248,Square-tailed Drongo-Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
249,Large Hawk-Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
250,Common Hawk-Cuckoo,1,Kitulgala (General),LK-9,10 Feb 2020,L3872874,S64936982
251,Red-chested Cuckoo,1,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S61036540
252,African Cuckoo,1,Mega Road,ET-OR,26 Feb 2018,L1350095,S58093998
253,Himalayan Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
254,Common Cuckoo,3,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
255,Sri Lanka Frogmouth,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64936978
256,Great Eared-Nightjar,12,Subic Bay,PH-BAN,03 Oct 2015,L921004,S64937456
257,Sand-colored Nighthawk,30,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S72502203
258,Lesser Nighthawk,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S64937484
259,Common Nighthawk,,Tule Lake NWR (SIS Co.),US-CA,09 Aug 2009,L639242,S72093469
260,Short-tailed Nighthawk,1,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S57748129
261,Rufous-bellied Nighthawk,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S64937201
262,Band-tailed Nighthawk,1,Reserva Natural Palmarí,BR-AM,25 Jun 2018,L3018622,S72092187
263,Common Pauraque,,Río Chucunaque,PA-5,04 Nov 2014,L2306454,S64937278
264,Lyre-tailed Nightjar,1,"Unnamed Road, Caldas, CO (5,068, -75,452)",CO-CAL,05 Jul 2019,L9587622,S57947826
265,White-tailed Nightjar,12,Waller Field,TT-TUP,07 Oct 2017,L623424,S58111521
266,Long-trained Nightjar,2,PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m),BR-MG,21 Nov 2019,L787488,S70570314
267,Choco Poorwill,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S72092152
268,Common Poorwill,,"Fort Huachuca (Historical, do not use for current lists)",US-AZ,08 Apr 1997,L128967,S72093692
269,Gray Nightjar,,Bhutan,BT-,28 Mar 2010,L3757282,S72501706
