Row #,Species,Count,Location,S/P,Date,LocID,SubID
581,Lawrence's Goldfinch,2,Elsie Roemer Bird Sanctuary,US-CA,08 May 2014,L509134,S18287515
582,American Goldfinch,6,392 Navajo Road,US-NM,29 Apr 2009,L714012,S4938521
583,Lapland Longspur,2,Last Mountain Lake,CA-SK,28 Oct 2010,L1018475,S7061147
584,Chestnut-collared Longspur,29,Caballo lake S.P.,US-NM,05 Feb 2011,L1087138,S7573403
585,Snow Bunting,55,Last Mountain Lake,CA-SK,28 Oct 2010,L1018475,S7061147
586,Rufous-winged Sparrow,1,Patagonia Lake State Park,US-AZ,05 Feb 2016,L129050,S27315935
587,Botteri's Sparrow,1,US-AZ-Nogales-21 Ranchero Ct - 31.4651x-110.8340,US-AZ,30 Dec 2016,L5195320,S33297538
588,Cassin's Sparrow,3,"NM, Luna, Rodeo",US-NM,23 Jul 2012,L1637513,S11219961
589,Grasshopper Sparrow,2,US-AZ-Elgin-2598-2716 State Highway 83 -Near Sonoita,US-AZ,13 Dec 2016,L5144504,S32998812
590,Olive Sparrow,2,Estero Llano Grande SP WBC (LTC 054),US-TX,27 Feb 2014,L259855,S17310428
591,Green-backed Sparrow,1,Punta Laguna--Santuario de Mono Araña (Spider Monkey Sanctuary),MX-ROO,02 Nov 2018,L1917167,S50232744
592,Chipping Sparrow,,"Los Alamos, 2920 Arizona Avenue",US-NM,11 May 1984,L2575471,S17777312
593,Clay-colored Sparrow,4,White Rock Wastewater Treatment Plant,US-NM,05 Sep 2011,L1269757,S8779959
594,Black-chinned Sparrow,1,"Kingman, AZ",US-AZ,01 Mar 2011,L1107333,S7798507
595,Field Sparrow,1,Christy Farm boy scout,US-OH,13 May 2015,L3656628,S23528690
596,Brewer's Sparrow,1,392 Navajo Road,US-NM,10 Aug 2009,L714012,S5245227
597,Black-throated Sparrow,1,Bosque HQ,US-NM,15 Jan 2011,L1067077,S7438073
598,Lark Sparrow,3,392 Navajo Road,US-NM,13 Aug 2009,L714012,S5387609
599,Lark Bunting,1,"NM Socorro, NWR, Marsh Loop",US-NM,10 Dec 2011,L812348,S9326525
600,American Tree Sparrow,,"Los Alamos, 2920 Arizona Avenue",US-NM,31 Dec 1983,L2575471,S17777249
601,Fox Sparrow,1,Woodland Trail,US-NM,04 Nov 2011,L1306548,S9055507
602,Dark-eyed Junco,,"Los Alamos, 2920 Arizona Avenue",US-NM,31 Dec 1983,L2575471,S17777249
603,Yellow-eyed Junco,1,Cave Creek Canyon--South Fork,US-AZ,23 Jul 2012,L129099,S11220022
604,White-crowned Sparrow,6,392 Navajo Road,US-NM,29 Apr 2009,L714012,S4938521
605,Golden-crowned Sparrow,2,San Luis NWR,US-CA,13 Apr 2010,L887670,S6279926
606,Harris's Sparrow,1,Bosque del Apache NWR--Visitor Center,US-NM,15 Feb 2014,L847245,S17003129
607,White-throated Sparrow,1,Stables,US-NM,07 Apr 2011,L827014,S7992932
608,Sagebrush Sparrow,18,Steptoe Valley WMA--Comins Lake,US-NV,02 Oct 2018,L266839,S48889776
609,Bell's Sparrow,1,Del Valle Regional Park--Rocky Ridge Visitor Center,US-CA,25 Apr 2018,L6792574,S44934916
610,Vesper Sparrow,1,392 Navajo Road,US-NM,10 Aug 2009,L714012,S5245227
611,Nelson's Sparrow,2,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,04 Nov 2017,L161083,S40303531
