Row #,Species,Count,Location,S/P,Date,LocID,SubID
100,Whimbrel,28,Stinson Beach,US-CA,20 Jan 2018,L591433,S42100332
101,Long-billed Curlew,1,Albany Bulb,US-CA,02 Feb 2018,L178143,S42443771
102,Marbled Godwit,20,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
103,Ruddy Turnstone,8,Hammonasset Beach SP,US-CT,13 Jan 2018,L298379,S41862601
104,Black Turnstone,1,Stinson Beach,US-CA,20 Jan 2018,L591433,S42100332
105,Red Knot,1,Coyote Point County Park,US-CA,20 Feb 2018,L247966,S43061001
106,Surfbird,4,Coyote Point County Park,US-CA,20 Feb 2018,L247966,S43061001
107,Sanderling,150,"1 Surfsong Rd, Kiawah Island US-SC (32.6068,-80.0697)",US-SC,31 Dec 2017,L6629293,S41462678
108,Dunlin,5,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
109,Purple Sandpiper,1,"US-CT-28 Toffee Ln (41.2706,-72.6261)",US-CT,13 Jan 2018,L6710678,S41869301
110,Baird's Sandpiper,3,West County Wastewater District--Sewage Ponds,US-CA,27 Aug 2018,L848605,S48113751
111,Least Sandpiper,20,Coyote Hills Regional Park,US-CA,15 Oct 2017,L216132,S39978728
112,Buff-breasted Sandpiper,1,West County Wastewater District--Sewage Ponds,US-CA,27 Aug 2018,L848605,S48113751
113,Pectoral Sandpiper,1,Ukiah WWTP,US-CA,26 Aug 2019,L333876,S59300530
114,Western Sandpiper,6,Pt. Pinole Regional Park,US-CA,10 Jan 2018,L109308,S41799058
115,Short-billed Dowitcher,30,Berkeley Aquatic Park,US-CA,19 Jan 2018,L597003,S42072716
116,Long-billed Dowitcher,15,MLK Jr. Regional Shoreline--Arrowhead Marsh,US-CA,03 Feb 2018,L161083,S42465503
117,Wilson's Snipe,5,MLK Jr. Regional Shoreline--Garretson Pt.,US-CA,09 Mar 2018,L492576,S43511152
118,Red-necked Phalarope,12,Southeast Farallon Island--Nearshore Waters (less than 2 mi.) - including seabird colonies,US-CA,14 Jul 2018,L6069589,S47212978
119,Red Phalarope,1,"(37.6738,-123.0204)",US-CA,14 Jul 2018,L7713084,S47212940
120,Spotted Sandpiper,1,Pt. Pinole Regional Park,US-CA,10 Jan 2018,L109308,S41799058
121,Wandering Tattler,2,"Asilomar SB--rocky shore only [Jewell to Asilomar, west of Sunset]",US-CA,29 Apr 2018,L833754,S45152178
122,Greater Yellowlegs,3,Berkeley Aquatic Park,US-CA,19 Jan 2018,L597003,S42072716
123,Willet,3,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
124,Lesser Yellowlegs,1,Albany Bulb,US-CA,02 Feb 2018,L178143,S42443771
125,South Polar Skua,1,Monterey Bay pelagic--inshore Monterey to Moss Landing (MTY Co.),US-CA,27 Oct 2018,L792036,S49498843
126,Pomarine Jaeger,2,"(36.5578,-122.5501)",US-CA,07 Sep 2019,L9888970,S59598454
127,Parasitic Jaeger,1,Monterey Harbor,US-CA,29 Sep 2018,L351481,S48840780
128,Long-tailed Jaeger,2,"(37.6738,-123.0204)",US-CA,14 Jul 2018,L7713084,S47212940
129,Common Murre,250,Devil's Slide Trail and Egg Rock,US-CA,13 May 2018,L1528599,S45716262
130,Pigeon Guillemot,7,Pt. Reyes--Chimney Rock,US-CA,07 Apr 2018,L491638,S44341944
131,Marbled Murrelet,3,Half Moon Bay--inshore bay,US-CA,14 Jul 2018,L1247080,S47213080
132,Cassin's Auklet,2,"(37.5691,-122.8111)",US-CA,14 Jul 2018,L7713065,S47212991
133,Rhinoceros Auklet,1,Russian Gulch SP,US-CA,06 Jul 2018,L2389568,S47125936
134,Tufted Puffin,1,Half Moon Bay--inshore bay,US-CA,14 Jul 2018,L1247080,S47213080
135,Sabine's Gull,1,"(37.4515,-122.9302)",US-CA,14 Jul 2018,L7713101,S47212934
136,Bonaparte's Gull,1,Hammonasset Beach SP,US-CT,14 Jan 2018,L298379,S41897876
137,Laughing Gull,6,"77 Weed Ave, Stamford US-CT (41.0585,-73.5067)",US-CT,08 Sep 2018,L7905575,S48366824
138,Heermann's Gull,1,Natural Bridges SB,US-CA,27 Jan 2018,L200588,S42278432
139,Mew Gull,4,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
140,Ring-billed Gull,10,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
141,Western Gull,10,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
142,California Gull,10,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
143,Herring Gull,10,East Kiawah Island,US-SC,01 Jan 2018,L596901,S41513126
144,Yellow-legged Gull,1,"Dimokratias 269, Agios Dimitrios GR-East Attica (37.7984,23.8783)",GR-I,06 Aug 2018,L7795277,S47693446
145,Iceland Gull,1,"71 Beach Ave, Madison US-CT (41.2724,-72.6298)",US-CT,31 Mar 2018,L6705604,S44116308
146,Glaucous-winged Gull,2,Berkeley Marina--Hs Lordship Restaurant area,US-CA,31 Jan 2016,L3063658,S27253820
147,Glaucous Gull,1,Coyote Hills Regional Park,US-CA,17 Feb 2019,L216132,S52840693
148,Great Black-backed Gull,6,Hammonasset Beach SP,US-CT,13 Jan 2018,L298379,S41862601
149,Brown Noddy,10,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
150,Black Noddy,1,Tahiti to Moorea ferry,PF-WI,21 Sep 2019,L919888,S59995411
151,White Tern,2,"University of California Gump Station, Moorea",PF-WI,21 Sep 2019,L8213310,S59995393
152,Sooty Tern,90,"Rimatuu and walk around bird island(-17.0282,-149.5519)",PF-WI,25 Oct 2019,L10082127,S60997870
